fund_period_id,fund_id,lp_id,lp_name,share_class_name,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,perspective,currency,commitment,paid_in_capital_itd,distributions_itd,nav,unfunded_commitment,recallable_distributions_itd,dpi,rvpi,tvpi,reported_irr,calculated_irr,beginning_nav,contributions_period,distributions_period,realized_gain_period,unrealized_gain_period,net_income_period,management_fee_period,other_expenses_period,ending_nav,period_return,benchmark_return,fund_size,vintage_year,strategy,sub_strategy,provenance_type,source_document_id,source_page,source_anchor,formula_id,input_observation_ids,synthetic_parameter_set_id,defect_expected,record_status
FP_1c2958f7d92d181a,FUND_0063,,,,as_of,,day,2021-12-31,,,,,fund_total,,500000,500000,12291,0,0,,,,0.02,-0.4707,,,,,,,,,,,,,,2003,Venture Capital,,EXTRACTED,SRC035,,,,4631dee6f5e0b260a07e | 4b3fa7920ace52b74b37 | 62d62bc8006571b9a44e | 8a595c7a8e164ee9bdb6 | 943a02702c581a383f42 | e1a8cf0b3e1a09a1a896 | fe5ecd987e61f7e03831,,,ACTIVE
FP_66b13e1c09407e0d,FUND_0064,,,,as_of,,day,2021-12-31,,,,,fund_total,,5000000,5000000,960952,0,0,,,,0.19,-0.2336,,,,,,,,,,,,,,1999,Venture Capital,,EXTRACTED,SRC035,,,,0cedc495991b9abd2a90 | 17a321b3ea44df6ef021 | 5abddb9df4fdf26af404 | 6fa29629c86f07be4e6b | a23b4121054cfd16bf77 | afb3f67bd1d86aa1e5e4 | e54ea734674c95eacde4,,,ACTIVE
FP_45288b1423c00df1,FUND_0065,,,,as_of,,day,2021-12-31,,,,,fund_total,,5000000,1597187,187826,1201462,3635438,,,,,,,,,,,,,,,,,,,2021,Natural Resources,,EXTRACTED,SRC035,,,,580a4a165228faba4aef | 7eab2e7630dae7ac8b04 | 804fe3cb8274039a1ba3 | b7e86024b42334492207 | cd2d665282f6634b2feb,,,ACTIVE
FP_3ab43a98e33fe06b,FUND_0066,,,,as_of,,day,2021-12-31,,,,,fund_total,,5000000,4450000,5203442,0,0,,,,1.17,0.0337,,,,,,,,,,,,,,2008,Venture Capital,,EXTRACTED,SRC035,,,,6a9cec662a8b0b466f33 | 77887572f2f685d393cb | 7d1c0ec74bcb8beadcba | cb8e43b7727ebdaea3fd | e04ac4b08768e5ee511b | e7fe6580525692f57e73 | e94abb1635f4bd5894d5,,,ACTIVE
FP_cec7a1365ee3f2f0,FUND_0067,,,,as_of,,day,2021-12-31,,,,,fund_total,,4500000,4404839,4999682,6123509,146250,,,,2.53,0.2761,,,,,,,,,,,,,,2016,Growth Equity,,EXTRACTED,SRC035,,,,18e64c5b30f3d6c4ea10 | 1cf736cbedaa2f6a9f65 | 2a6e7566bf0972c53ba4 | 7b28b9c5be29dda50be0 | 7d8dc83497bccaeaaf75 | d6c95646055342f1c0d1 | e17e12da94cebd15381a,,,ACTIVE
FP_b71e10189e85ce53,FUND_0068,,,,as_of,,day,2021-12-31,,,,,fund_total,,5000000,3349988,0,4624974,1650012,,,,,,,,,,,,,,,,,,,2019,Growth Equity,,EXTRACTED,SRC035,,,,1a6034d11eb46597c59c | 5ea5035b25be7649352d | 64b8bd96c87cb4470db9 | ad737bd534185913b882 | f85a6d408f2dd7271729,,,ACTIVE
FP_8a72bd55608f649e,FUND_0069,,,,as_of,,day,2021-12-31,,,,,fund_total,,2000000,600000,0,442191,1400000,,,,,,,,,,,,,,,,,,,2020,Venture Capital,,EXTRACTED,SRC035,,,,33c60f1ceb85f54b5e71 | a940769b659dd3ec5a64 | afd8fb67e20e06f5e761 | d86f664eeede2114d3c1 | dfd0ce8b47773c4f0c7d,,,ACTIVE
FP_41d54f521019d7d5,FUND_0070,,,,as_of,,day,2021-12-31,,,,,fund_total,,3000000,1420883,0,1455667,1579117,,,,,,,,,,,,,,,,,,,2019,Growth Equity,,EXTRACTED,SRC035,,,,2129b387029ebab01d9c | 92154fd65b0856fa8108 | 98af0715ddd7be5541ad | c1455636fca3ffb90b6c | ddfa8708ae9f1a4f69b9,,,ACTIVE
FP_040f678f786628e9,FUND_0071,,,,as_of,,day,2021-12-31,,,,,fund_total,,5000000,5000000,4641499,6079280,0,,,,2.14,0.1721,,,,,,,,,,,,,,2013,Venture Capital,,EXTRACTED,SRC035,,,,30952d6e920fd89d2f72 | 37c7a091b6b5e6101a35 | 3cb3cd4b9232df87815d | 65b74e406ef186f349dc | afce3ca561d81cf2ab26 | bd7308cf8b75a2878652 | fd7ea73f626dbf3011a9,,,ACTIVE
FP_d15941a895d99e1f,FUND_0072,,,,as_of,,day,2021-12-31,,,,,fund_total,,7500000,4312500,0,5948578,3187500,,,,1.38,0.2472,,,,,,,,,,,,,,2018,Venture Capital,,EXTRACTED,SRC035,,,,38af40942d496462f278 | 3a3f096305c8e0f164ed | 40a9e3cfdbec7461f2f8 | 8f46377e16f2fa551cd7 | 9bd9b702c5958ab8b34c | cd489723568fb372d71f | e534ea74e2a7ea93bece,,,ACTIVE
FP_0a1b2f83da3ccc3d,FUND_0073,,,,as_of,,day,2021-12-31,,,,,fund_total,,1000000,800000,0,567255,200000,,,,0.71,-0.1602,,,,,,,,,,,,,,2017,Venture Capital,,EXTRACTED,SRC035,,,,1f835e4e92af3498f018 | 242a9a98a77f5fd79d66 | 5e61ebc579f237a5f9e4 | 607993ced9e349cd7e95 | 64cdeed333f9346cdfe8 | 8d1a1bc9ecb10e23dfad | a439a0f4d9415ac22039,,,ACTIVE
FP_6ef847161466c373,FUND_0074,,,,as_of,,day,2021-12-31,,,,,fund_total,,500000,500000,432805,252561,0,,,,1.37,0.0699,,,,,,,,,,,,,,2011,Venture Capital,,EXTRACTED,SRC035,,,,365644eb987da49cf7db | 7be47e6a5d5d3fb6c0cd | 9ba7586a06ce4a99264b | acc9fbcbdffe47968f8b | b8832bdfd7afdaecf914 | ef9082ed3b37cb8ca075 | f18aea00c661576aa706,,,ACTIVE
FP_f2f9fc634849a6f4,FUND_0075,,,,as_of,,day,2021-12-31,,,,,fund_total,,5371210,5371210,3346375,3861279,0,,,,1.34,0.0479,,,,,,,,,,,,,,2009,Venture Capital,,EXTRACTED,SRC035,,,,1611735d3d7582f80c06 | 2589c754c712024829ef | 2675bdfdd72a4e7ce783 | 31c2779b5398f58e5a6f | 5fce241750bd2f13e02e | e9dfb026f1e86c350416 | fba3abea2a84a2080947,,,ACTIVE
FP_7b7e9ef825ac3321,FUND_0173,,,,as_of,,day,2024-12-31,,,,,fund_total,,200000000,218900000,440600000,100000,,,,,2.01,0.131,,,,,,,,,,,,,,2007,,,EXTRACTED,SRC058,,,,1a30b124253e7070e8fc | 8871bc08984e4cfcdd19 | a62d68b05956eca7c132 | c2481214f04c8abe4f78 | e8ac4ad665d3c18f2b1b | f8db11decd5c37f982ac,,,ACTIVE
FP_5566dadf9ed48ecb,FUND_0174,,,,as_of,,day,2024-12-31,,,,,fund_total,,100000000,143000000,211000000,12400000,,,,,1.56,0.1424,,,,,,,,,,,,,,2012,,,EXTRACTED,SRC058,,,,382a386498085a15c381 | 52d2003ecbbea92e6ccb | 5ee8b5aa84d9f46ef219 | 7d73281af67f7856e9ca | 8858bdf198dc60f449b2 | cc8293aa570e333483b9,,,ACTIVE
FP_de7fe27ce6e90c80,FUND_0201,,,,as_of,,day,2024-12-31,,,,,fund_total,,125000000,142600000,118400000,8100000,,,,,0.89,-0.0144,,,,,,,,,,,,,,2006,,,EXTRACTED,SRC058,,,,42daf67c663789a14f16 | 4751ccdb1f8013e9f3e8 | 72e7164ae321637e9a22 | 73a69288a148437d72b1 | 74b7b461fba4d388c4b1 | 84a427b38e1b899f7785,,,ACTIVE
FP_52e8de85250b84cc,FUND_0263,,,,as_of,,day,2024-12-31,,,,,fund_total,,150000000,82600000,2000000,58100000,,,,,0.73,-0.3336,,,,,,,,,,,,,,2022,,,EXTRACTED,SRC058,,,,21f140beda0ce5ea5118 | 2b3ed616758e81f67c26 | 4158ebc32e167b2b32a4 | 57640058cdcc573c75b2 | 8bff9baaae3c83fc7e99 | f1b0f85e7d9797883397,,,ACTIVE
FP_f85e751f0268482b,FUND_0280,,,,as_of,,day,2024-12-31,,,,,fund_total,,100000000,99600000,51800000,2900000,,,,,0.55,-0.0761,,,,,,,,,,,,,,2005,,,EXTRACTED,SRC058,,,,2be9d5d66979e7dc2ef1 | 76cb5aa749c921b2a863 | ae715db7dbd4724dc8b5 | c234416c6e53e7786740 | d1a97a920ef335de070f | e8afa0f1c383fe39af0a,,,ACTIVE
FP_eeb25e1371ba653e,FUND_0281,,,,as_of,,day,2024-12-31,,,,,fund_total,,100000000,118700000,56400000,3900000,,,,,0.51,-0.1421,,,,,,,,,,,,,,2008,,,EXTRACTED,SRC058,,,,00ab3dc5c192e36ef148 | 168be284761c6a1f319b | 997092ae12aa50af2c05 | b657dc3360331bdbe01e | e548817e22bcb48a92ea | fa14f03e112ffa9e350e,,,ACTIVE
FP_9844acfe16270c53,FUND_0282,,,,as_of,,day,2024-12-31,,,,,fund_total,,110000000,110000000,0,127500000,,,,,1.16,0.0402,,,,,,,,,,,,,,2021,,,EXTRACTED,SRC058,,,,578df0f4d5908cd3d8b1 | 61ec14fc302fbafdc843 | 8a7751bc4da8827049d9 | b9b5bdf035aeffb394d2 | d120b6ec01b6577dcb6a | ea747acfa58f711c99a6,,,ACTIVE
FP_f24aaa17e5f7fd4f,FUND_0283,,,,as_of,,day,2024-12-31,,,,,fund_total,,250000000,203500000,11500000,196700000,,,,,1.02,0.0139,,,,,,,,,,,,,,2022,,,EXTRACTED,SRC058,,,,0555e07b77d7ad6f97de | 7696bd1655adcbe3261a | 945dfe1802254303bdd6 | b16c12651c7ec511f613 | b345fd2c30960597d3b2 | d6fc57da0308cf694c2a,,,ACTIVE
FP_bd4ba38ce19fd251,FUND_0284,,,,as_of,,day,2024-12-31,,,,,fund_total,,100000000,91800000,145200000,0,,,,,1.58,0.1722,,,,,,,,,,,,,,2010,,,EXTRACTED,SRC058,,,,23da20b79d9f95f2befa | 436e83179540fcd25ad3 | 4aed9aaaf49170b61ea0 | 6a3731d9c7c9cca8469a | 92b0c51b1a68f8794fd7 | faedebed92d4abb0c337,,,ACTIVE
FP_aee58e0b9009eb1d,FUND_0285,,,,as_of,,day,2024-12-31,,,,,fund_total,,100000000,98300000,138800000,100000,,,,,1.41,0.0659,,,,,,,,,,,,,,2008,,,EXTRACTED,SRC058,,,,58bb6ff12c4da1c3d783 | 628da227b1b42d7c3547 | 76e20757a3117c21ab4b | 86493ceaff2a30ce3281 | adeb5033f4fe204b884d | eca987c43892f5bb4411,,,ACTIVE
FP_83e122e5b5b219d5,FUND_0286,,,,as_of,,day,2024-12-31,,,,,fund_total,,200000000,195600000,292100000,0,,,,,1.49,0.1091,,,,,,,,,,,,,,2011,,,EXTRACTED,SRC058,,,,2143f445513b7d2a8c59 | 84fa692c41dfa10bf37c | 90228e2498b042bb0600 | a66e098443687f3bd203 | d8f5d5b7e839d4f4ff7c | f6e858ef6388da84b5af,,,ACTIVE
FP_dc1723995734966f,FUND_0288,,,,as_of,,day,2022-09-30,,,,,fund_total,,100000000,165500000,111400000,71900000,,,,,1.11,0.035,,,,,,,,,,,,,,2012,,,EXTRACTED,SRC060,,,,75bb9e6563e3976d480d | 772db3bddde16998d917 | a80b1ceb29f940933060 | be67d7ff7de0ea4010fc | ca046c76a2a07015c535 | d8375275529d97d30e87,,,ACTIVE
FP_af92b50629b02830,FUND_0292,,,,as_of,,day,2026-01-31,,,,,fund_total,,,,0.18,25.07,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC606,,,,37d48a6092e015be5249 | 4a7f6cbfefb83543c5c2,,,ACTIVE
FP_853c4717e73fc229,FUND_0292,,,,as_of,,day,2026-02-28,,,,,fund_total,,,,0.19,24.67,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC606,,,,cca378bb734c6c8d2f38 | f2ad525cb5281554e5f9,,,ACTIVE
FP_f857abbcd82f7dff,FUND_0292,,,,as_of,,day,2026-03-31,,,,,fund_total,,,,0.18,24.57,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC606,,,,44cdb2958bfecc1156ec | 49ce098ac630570c246f,,,ACTIVE
FP_f096995b202527a6,FUND_0292,,,,as_of,,day,2026-04-30,,,,,fund_total,,,,0.19,24.69,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC606,,,,2867d7f0e12d6a460bab | 38cdc742059ba9ed9a1d,,,ACTIVE
FP_42e976a27ae4e0af,FUND_0300,,,,as_of,,day,2022-09-30,,,,,fund_total,,50000000,53300000,27000000,82800000,,,,,2.06,0.159,,,,,,,,,,,,,,2011,,,EXTRACTED,SRC060,,,,3bbae909871eff5f43f0 | 5c3c5da499358bfa2190 | 92e2501cdba90467405c | b217145b9ba5a8cf7011 | b5e28d67a784c359b1e6 | bc19f8543ff09ecd4e24,,,ACTIVE
FP_b92d8d2afc0125f2,FUND_0301,,,,as_of,,day,2022-09-30,,,,,fund_total,,100000000,28100000,2000000,38500000,,,,,1.44,0.162,,,,,,,,,,,,,,2019,,,EXTRACTED,SRC060,,,,28b737e1835fee0ecd6a | 9ccf98ae522e3a2360a2 | a3f100e6a7cab3b66ae4 | a733d5541f8384b33122 | a8cc16a5b6354b262ab7 | b21549720f1b429663c6,,,ACTIVE
FP_8ca46ee8a34e69c0,FUND_0307,,,,as_of,,day,2024-12-31,,,,,fund_total,,150000000,151900000,11700000,130000000,,,,,0.93,-0.0101,,,,,,,,,,,,,,2017,,,EXTRACTED,SRC058,,,,118292744b5f58ffb3f1 | 13ca5acf8322af69afe7 | 2b62ba36ab237b4f9e45 | 2ee4af6d6c9f0dd934ce | 5390d2caa92c9ded9094 | d409a19958cc8296a30c,,,ACTIVE
FP_1f9c867b6f6768a1,FUND_0308,,,,as_of,,day,2024-12-31,,,,,fund_total,,,,527600000,437500000,,,,,1.05,0.0261,,,,,,,,,,,,,,2013,,,EXTRACTED,SRC058,,,,1f4616c2ad2c3b744159 | 7057264cc0314e1eaa25 | 78f5f0f8a217e9099d04 | cef3427763c47fb091b2,,,ACTIVE
FP_a1a8f12c2c98862c,FUND_0309,,,,as_of,,day,2024-12-31,,,,,fund_total,,,,57900000,120500000,,,,,0.8,-0.0799,,,,,,,,,,,,,,2018,,,EXTRACTED,SRC058,,,,3c17a660193504061d76 | b17ae4475f36b4329f44 | d96c81b987c382dc8b7d | e1cbf287908c825c9132,,,ACTIVE
FP_5a48c4835e56229a,FUND_0345,,,,as_of,,day,2024-12-31,,,,,fund_total,,100000000,75200000,117100000,300000,,,,,1.56,0.1649,,,,,,,,,,,,,,2010,,,EXTRACTED,SRC058,,,,0a2ae0f3fb7eddb30fac | 2684b30dc6e7273bc90c | 486a3ad884b2620cd383 | 59fd08a7a3c819ae5f37 | a22a1a5e39cae8ca9dc0 | a3f2ad1ef3d036b513b3,,,ACTIVE
FP_edcf1e92de2940cb,FUND_0350,,,,as_of,,day,2022-09-30,,,,,fund_total,,50000000,0,0,0,,,,,0,,,,,,,,,,,,,,,2021,,,EXTRACTED,SRC060,,,,03195c646ef0fab71cc0 | 1cc3cee20aca54abd973 | 6305cc01cc7d3f4583fc | 90e9d5794365c44c6679 | ba698d04ca1436b46399,,,ACTIVE
FP_87fe2f94f8863627,FUND_0354,,,,as_of,,day,2022-09-30,,,,,fund_total,,200000000,106400000,17100000,131200000,,,,,1.39,,,,,,,,,,,,,,,2020,,,EXTRACTED,SRC060,,,,226d3998b7e9842a40a0 | 2b38be51262bc57ee3b4 | 2db5d36bdc6c30c79d9d | 8c2a0746217ae8b16d26 | de8ed9b935e68f474695,,,ACTIVE
FP_f6cef11e0b9b2b0f,FUND_0355,,,,as_of,,day,2022-09-30,,,,,fund_total,,200000000,0,0,0,,,,,0,,,,,,,,,,,,,,,2022,,,EXTRACTED,SRC060,,,,61d47cc0d6723e447b2b | 7320428df732cc8d9b08 | d542ed493cca7c4de9fb | d9d2eaac7b38ee4b4e22 | fdba70abaca12db0521f,,,ACTIVE
FP_dfa25ad9d996df27,FUND_0359,,,,as_of,,day,2024-12-31,,,,,fund_total,,300000000,90500000,6100000,89400000,,,,,1.05,0.0836,,,,,,,,,,,,,,2022,,,EXTRACTED,SRC058,,,,112b1eaf161079d629de | 42ce192d6838ac568b41 | 844c3346776adc232547 | 8fc9eb96cc33524b72fb | c8d1ce0c4283fd274131 | f4531422c5343bf4d2cf,,,ACTIVE
FP_ed5bbb05489f9436,FUND_0360,,,,as_of,,day,2024-12-31,,,,,fund_total,,300000000,349300000,130400000,306500000,,,,,1.25,0.0923,,,,,,,,,,,,,,2019,,,EXTRACTED,SRC058,,,,095d1e0a9abc01d698b8 | 6bdc01c76186b58e2155 | 7d01b5ee756e9a924f9e | 9c9c91f864875f0016cc | ccb8a21d6a5272197448 | fd5b0c3f26254cae726e,,,ACTIVE
FP_ea2058b3fde5a64a,FUND_0365,,,,as_of,,day,2024-12-31,,,,,fund_total,,200000000,214000000,83500000,198500000,,,,,1.32,0.1444,,,,,,,,,,,,,,2020,,,EXTRACTED,SRC058,,,,0256295ced1e98c25276 | 43ad91a9887f6dc2a566 | 4f4c951412b5604e859d | 5a4822150cbb212d97c0 | 625e397bec0ade83b107 | d03e1adbd7d2c2232090,,,ACTIVE
FP_0d0dc3bda3b63b1c,FUND_0366,,,,as_of,,day,2024-12-31,,,,,fund_total,,200000000,90600000,11000000,81100000,,,,,1.02,0.0337,,,,,,,,,,,,,,2023,,,EXTRACTED,SRC058,,,,2db817bd68f1d71b6663 | 432dc667a91b8a9c550f | 7ff65936bf6656147383 | 93247795bbbbef482808 | b5fef2f15af891d3557e | f38287b29f1a6f47e09c,,,ACTIVE
FP_628457229f14fb22,FUND_0367,,,,as_of,,day,2020-12-31,,,,,fund_total,,30000000,,,31977389,6299057,,0.56,0.62,1.18,0.09,,,,,,,,,,,,,,,Agriculture,,EXTRACTED,SRC457,,,,0dd9eb31cad52bcd8568 | 12852ed0e212c1b87a95 | 77801d4e34e40926d017 | 956d763b07c41be99172 | d1f29703effafae7b08c | d28fe18f2932dffdab28 | f977de8eef083df7f242,,,ACTIVE
FP_cdb976c78d868de8,FUND_0368,,,,as_of,,day,2022-09-30,,,,,fund_total,,61100000,60800000,0,140900000,,,,,2.31,0.437,,,,,,,,,,,,,,2019,,,EXTRACTED,SRC060,,,,389dcb6f38513cf71bba | 8a5983bfd7caf26ee2d5 | b00245421a45c311c82e | c9900ba417b0feb7f167 | d771120a9b7a512457f9 | f5896171653afe0d7b6f,,,ACTIVE
FP_458250a263a2b561,FUND_0371,,,,as_of,,day,2020-12-31,,,,,fund_total,,50000000,,,2350130,44575525,,0.01,0.43,0.44,-0.6346,,,,,,,,,,,,,,,Energy,,EXTRACTED,SRC457,,,,4d1231263407cb5d993c | 5df140264c43bdcc67d3 | 66f895df14f1e2cb4998 | 9552eb505082da33f77e | a19ff62e1eef75b87a17 | b37c57431a2eb222ea01 | d2cb9d8e3cc7103c0234,,,ACTIVE
FP_65bef120db980f80,FUND_0372,,,,as_of,,day,2020-12-31,,,,,fund_total,,30000000,,,32375071,7460870,,0.82,1.25,2.07,0.3353,,,,,,,,,,,,,,,Energy,,EXTRACTED,SRC457,,,,24948565d50dae531054 | 411555b74e84cd88166d | 5a478e90130e275903d6 | 8614312c3cf2d0cd5e06 | a549077cf3d2c6e2ff13 | b14a6f71b093dbffc5bd | ee5b3978b556da73f0de,,,ACTIVE
FP_ff465c2f9bbe6593,FUND_0375,,,,as_of,,day,2024-12-31,,,,,fund_total,,100000000,96400000,40000000,12600000,,,,,0.55,-0.0857,,,,,,,,,,,,,,2011,,,EXTRACTED,SRC058,,,,2b5ab35a7c61ea8bacc0 | af1f81c198392b58fc22 | cbf7616684fb81aa3c6a | ea7e3d646feef4539078 | f4a53e9b48213820d5aa | fba18d938796291fbe53,,,ACTIVE
FP_5bee1c3b0df85ef6,FUND_0380,,,,as_of,,day,2022-09-30,,,,,fund_total,,26800000,21000000,22100000,200000,,,,,1.07,0.013,,,,,,,,,,,,,,2015,,,EXTRACTED,SRC060,,,,0f150174a68a321d2b73 | 1c4b7ad582a90743ac31 | 53a88316be79be5fb1f2 | 8590c7dacd228d7dcdcd | af17b313df39a4ba64cc | ef34488b69c79854ce12,,,ACTIVE
FP_fd8128655115b28a,FUND_0381,,,,as_of,,day,2022-09-30,,,,,fund_total,,400000000,372700000,172500000,371300000,,,,,1.46,0.118,,,,,,,,,,,,,,2016,,,EXTRACTED,SRC060,,,,602beaac5987785edac3 | 6eca379a27226bc53f77 | 78ee30ce8c1d902f6bcb | 8eb671cc759bb88553c9 | baa4f3083752f9156d1c | f8f21ce336106ed30d70,,,ACTIVE
FP_3fed5620394aa141,FUND_0382,,,,as_of,,day,2022-09-30,,,,,fund_total,,400000000,319900000,43600000,356700000,,,,,1.25,0.131,,,,,,,,,,,,,,2019,,,EXTRACTED,SRC060,,,,09bffd7641bbe89aca4b | 31d358d9745b956b8ff2 | 71ac0c0f372f55c352dc | 956757af048f5cf62347 | c0aa05849b7f507c299a | d42e58f157e5374ba105,,,ACTIVE
FP_d1ada20b2e8fca9f,FUND_0383,,,,as_of,,day,2022-09-30,,,,,fund_total,,400000000,0,0,-1500000,,,,,0,,,,,,,,,,,,,,,2022,,,EXTRACTED,SRC060,,,,1944248845bddbf1957e | 3f8eea0f02def134267f | 50b4d8b0d647dbd9874d | c1c83fe921573da53a57 | ecfc5503912643f8a228,,,ACTIVE
FP_533387b6f33007a0,FUND_0384,,,,as_of,,day,2022-09-30,,,,,fund_total,,50000000,50700000,700000,51300000,,,,,1.03,,,,,,,,,,,,,,,2020,,,EXTRACTED,SRC060,,,,322f1009b6d27d4d587f | 3e36ec5a4dbf9c8f1d82 | 5653db205c76ef27c102 | 5f1779ae396905a4301c | 7e7e208a70553e41b980,,,ACTIVE
FP_ff6bdbee524a5363,FUND_0385,,,,as_of,,day,2022-09-30,,,,,fund_total,,250000000,250000000,0,257200000,,,,,1.03,,,,,,,,,,,,,,,2021,,,EXTRACTED,SRC060,,,,1689d4699c8f12e75503 | 33b369e9dfa9bbceaabe | 3c353f6d82857a0cac82 | 44cf1a95fe43e9a1f3b9 | d273044e04cacbe294e7,,,ACTIVE
FP_33579cdc71f5b82d,FUND_0386,,,,as_of,,day,2022-09-30,,,,,fund_total,,48700000,49200000,1100000,42200000,,,,,0.88,,,,,,,,,,,,,,,2020,,,EXTRACTED,SRC060,,,,3e0a9e7141b788a0c5f9 | 72f8275164e5ba0ebcd7 | ab66b8a2a57cb617f580 | b0c1c6fc846757462be3 | fc6e793ebd942026d113,,,ACTIVE
FP_1b6835846015f95a,FUND_0387,,,,as_of,,day,2022-09-30,,,,,fund_total,,49800000,49800000,1500000,43900000,,,,,0.91,,,,,,,,,,,,,,,2020,,,EXTRACTED,SRC060,,,,5c60e6528457cf483be6 | 7ec87b35b70dc8fcc0d4 | b76478bc59ec2a936a23 | bd6d619ee927bc3af8be | bdbd73da51af20e90b56,,,ACTIVE
FP_2321045c337a5563,FUND_0388,,,,as_of,,day,2022-09-30,,,,,fund_total,,12500000,11100000,16300000,400000,,,,,1.5,0.065,,,,,,,,,,,,,,2012,,,EXTRACTED,SRC060,,,,478e075d1b94459463ea | 661027f9b36c9320fb5f | 95cc73b04cefe7c14d8e | 9619a63319edcea85a70 | d029805f8115af7b5af5 | d416cd7c9fd3473add48,,,ACTIVE
FP_2cbe90a3a3ec5328,FUND_0390,,,,as_of,,day,2024-12-31,,,,,fund_total,,75000000,67900000,65100000,0,,,,,0.96,-0.0068,,,,,,,,,,,,,,2007,,,EXTRACTED,SRC058,,,,0adeaffca87c1e39f843 | 128fe7a3180c5e87e220 | 3c63dd34106f70c0f66d | c1516b96516df30341f1 | d2560641e76c439aeec1 | e5438b7d789f2cd9f171,,,ACTIVE
FP_4c55de22aaaadeb4,FUND_0396,,,,as_of,,day,2024-12-31,,,,,fund_total,,,,79100000,108600000,,,,,3.12,0.0804,,,,,,,,,,,,,,2004,,,EXTRACTED,SRC058,,,,735a2f9c57e9cc19e1b0 | ad9d3ddff9ae63493d29 | cf50a9cb6597650e7618 | d50f2cf1933d795de412,,,ACTIVE
FP_56db909f7c85f5d6,FUND_0398,,,,as_of,,day,2024-12-31,,,,,fund_total,,50000000,49800000,67800000,0,,,,,1.36,0.125,,,,,,,,,,,,,,2010,,,EXTRACTED,SRC058,,,,434b6bc84db3179dfc11 | 43c21a5a075967dacebd | 95829d033ac058f4ef94 | a1e1ad640573ef18c83b | a506e682d7a6f98b63eb | d04eabe62a1202ef6ea9,,,ACTIVE
FP_cdc9307c604305f3,FUND_0409,,,,as_of,,day,2024-12-31,,,,,fund_total,,200000000,200700000,700000,199500000,,,,,1,-0.0068,,,,,,,,,,,,,,2023,,,EXTRACTED,SRC058,,,,3812d2c1abe21055bff6 | 7db2ad298841e3efcd7c | c4171a4baa75bc46be0a | e2d466ffcbd85a2ca96e | e928ad72f5953a6f6847 | ffc39b1f8858e3407f97,,,ACTIVE
FP_a6cf2695c8149ae9,FUND_0412,,,,as_of,,day,2024-12-31,,,,,fund_total,,100000000,94800000,136300000,0,,,,,1.44,0.1618,,,,,,,,,,,,,,2008,,,EXTRACTED,SRC058,,,,0b779482cceffdc5faf5 | 127d325bf91f86fa6f5c | 83c7e9eaa9b7eaa695c7 | c659d006c4c41f0bde27 | db8dd1e2aefea5b69ce9 | fba16c331a24d34f430a,,,ACTIVE
FP_12b2f96ea030e951,FUND_0413,,,,as_of,,day,2024-12-31,,,,,fund_total,,100000000,103800000,141500000,0,,,,,1.36,0.1206,,,,,,,,,,,,,,2012,,,EXTRACTED,SRC058,,,,2c988a0945461f4880b0 | 46ab89456641d00e4c3c | 5e31f207dd28f210d72a | 81bae62888d157e38b81 | 9bb982f50441e03d45fa | eddbae3f2b6d9ea1a68f,,,ACTIVE
FP_763aff0c3cd9df2f,FUND_0431,,,,as_of,,day,2024-12-31,,,,,fund_total,,,,102500000,20500000,,,,,1.22,0.0466,,,,,,,,,,,,,,2016,,,EXTRACTED,SRC058,,,,2d2fc4f546a12b358bd9 | 6d22b9c67f98d1845b49 | 9e9a83bad66830ef614e | d95c45e3ef737c08692e,,,ACTIVE
FP_88be0e70149dab89,FUND_0432,,,,as_of,,day,2024-12-31,,,,,fund_total,,,,1563100000,665000000,,,,,1.11,0.042,,,,,,,,,,,,,,2006,,,EXTRACTED,SRC058,,,,275d185601a7a592df34 | 431298b30e50e2c48e12 | c0c329542b9ac8696e2d | dbd89bcfcc0dac13900e,,,ACTIVE
FP_dbfbd5b86133dfa0,FUND_0433,,,,as_of,,day,2024-12-31,,,,,fund_total,,,,326800000,0,,,,,1.14,0.0701,,,,,,,,,,,,,,2000,,,EXTRACTED,SRC058,,,,121256bcc35a6d8659b6 | 3b20e050be051a7f7675 | 42e984d243e98e8bc58e | c8976edf9483de1cabb9,,,ACTIVE
FP_55b0081ffb37a7a1,FUND_0441,,,,as_of,,day,2024-12-31,,,,,fund_total,,,,92200000,0,,,,,,-0.0454,,,,,,,,,,,,,,2001,,,EXTRACTED,SRC058,,,,0ab0e65ade49f746dbb1 | af2a8101e7b253131740 | fe5c45bcb59b72d19766,,,ACTIVE
FP_073115b458b99521,FUND_0442,,,,as_of,,day,2024-12-31,,,,,fund_total,,50000000,51000000,57400000,0,,,,,1.13,0.2763,,,,,,,,,,,,,,2004,,,EXTRACTED,SRC058,,,,119b63f8e5a4cdea8a9c | 3542a90bd1891dec0f90 | 84127d10b20aa57583c8 | 90b95ec017f54c0548b1 | e455b63f82da653042c5 | eb5f892794dfe433e329,,,ACTIVE
